type,zone,from_station_gen,from_station_name,to_station_name,lat_long,lat_long_string,long,lat,departure,arrival,duration,number_of_halts,distance,speed,departure_days,name
Exp,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Darbhanga Junction,"26.1573879,85.9071330","26.1573879,85.9071330",85.907133,26.1573879,0.510416667,0.055555556,37.08333333,38,1880,50.7,S-T-T--,Pawan Express
SF,ECR,Mumbai,Mumbai Lokmanya Tilak Terminus,Darbhanga Junction,"26.1573879,85.9071330","26.1573879,85.9071330",85.907133,26.1573879,0.472222222,0.881944444,33.83333333,11,1882,55.6,SMTWTFS,Karmabhumi Express
Exp,SR,Mumbai,Mumbai CST,Nagercoil Junction,"8.1746848,77.4440221","8.1746848,77.4440221",77.4440221,8.1746848,0.503472222,0.135416667,39.16666667,37,1882,48.1,S--WTF-,Mumbai CST-Nagercoil Express
SF,NR,Kolkata,Kolkata Chitpur,Bikaner Junction,"28.0145575,73.3159695","28.0145575,73.3159695",73.3159695,28.0145575,0.944444444,0.236111111,31,18,1885,60.8,-----F-,Pratap Express
SF,WR,Mumbai,Mumbai Central,Amritsar Junction,"31.6313691,74.8602163","31.6313691,74.8602163",74.8602163,31.6313691,0.892361111,0.236111111,32.25,32,1891,58.6,SMTWTFS,Golden Temple Mail
SF,SR,Chennai,Chennai Central,Ahmedabad Junction,"23.0300000,72.5800000","23.0300000,72.5800000",72.58,23.03,0.399305556,0.798611111,33.58333333,37,1893,56.4,SMTWTFS,Navajivan Express
SF,ER,Kolkata,Kolkata Sealdah,Amritsar Junction,"31.6313691,74.8602163","31.6313691,74.8602163",74.8602163,31.6313691,0.548611111,0.819444444,30.5,9,1894,62.1,-----F-,Sealdah - Amritsar Superfast Express
SF,ER,Kolkata,Kolkata Sealdah,Amritsar Junction,"31.6313691,74.8602163","31.6313691,74.8602163",74.8602163,31.6313691,0.319444444,0.701388889,33.16666667,20,1898,57.2,S--W---,Akal Takht Express
SF,SER,Kolkata,Kolkata Howrah Junction,Puducherry,"11.9138598,79.8144722","11.9138598,79.8144722",79.8144722,11.9138598,0.979166667,0.368055556,33.33333333,12,1907,57.2,S------,Howrah-Puducherry Express
SF,ECoR,Delhi,New Delhi,Puri,"19.8133822,85.8314655","19.8133822,85.8314655",85.8314655,19.8133822,0.270833333,0.715277778,34.66666667,37,1910,55.1,S-T--F-,Neelachal Express
Mail,ER,Kolkata,Kolkata Howrah Junction,Amritsar Junction,"31.6313691,74.8602163","31.6313691,74.8602163",74.8602163,31.6313691,0.798611111,0.371527778,37.75,55,1910,50.6,SMTWTFS,Howrah-Amritsar Mail
SF,ECoR,Delhi,Delhi Hazrat Nizamuddin,Visakhapatnam Junction,"17.7368076,83.3073078","17.7368076,83.3073078",83.3073078,17.7368076,0.361111111,0.770833333,33.83333333,37,1911,56.5,#NAME?,Samata Express
SF,CR,Delhi,Delhi Hazrat Nizamuddin,Shahu Maharaj Terminus,"16.7024706,74.2379246","16.7024706,74.2379246",74.2379246,16.7024706,0.25,0.680555556,34.33333333,20,1915,55.8,----T--,Nizamuddin-Kolhapur Express
SF,ER,Mumbai,Mumbai Lokmanya Tilak Terminus,Bhagalpur,"25.2400300,86.9845120","25.2400300,86.9845120",86.984512,25.24003,0.336805556,0.770833333,34.41666667,36,1917,55.7,S-T-T--,Mumbai LTT - Bhagalpur SF Express
Exp,ER,Kolkata,Kolkata Howrah Junction,Amritsar Junction,"31.6313691,74.8602163","31.6313691,74.8602163",74.8602163,31.6313691,0.583333333,0.423611111,44.16666667,108,1922,43.5,SMTWTFS,Howrah-Amritsar Express
SF,CR,Mumbai,Mumbai CST,Firozpur Cantt.,"30.9146050,74.6159050","30.9146050,74.6159050",74.615905,30.914605,0.819444444,0.236111111,34,54,1930,56.8,SMTWTFS,Punjab Mail
Exp,CR,Mumbai,Mumbai CST,Bhubaneswar,"20.2960587,85.8245398","20.2960587,85.8245398",85.8245398,20.2960587,0.631944444,0.184027778,37.25,34,1932,51.9,SMTWTFS,Konark Express
Drnt,SER,Kolkata,Kolkata Howrah Junction,Bangalore Yesvantpur Junction,"13.0232118,77.5513735","13.0232118,77.5513735",77.5513735,13.0232118,0.458333333,0.666666667,29,0,1946,67.1,S-TW-FS,Howrah-Yesvantpur Duronto
Exp,SR,Mumbai,Mumbai CST,Trivandrum Central,"8.5339492,76.9898676","8.5339492,76.9898676",76.9898676,8.5339492,0.503472222,0.125,38.91666667,38,1946,50,-M-----,Chhatrapati Shivaji Terminus-Trivandrum Express
SF,NR,Mumbai,Mumbai Bandra Terminus,Jammu Tawi,"33.3773471,74.3107212","33.3773471,74.3107212",74.3107212,33.3773471,0.329861111,0.614583333,30.83333333,22,1950,63.2,SM--TF-,Mumbai Bandra (T.) - Jammu Tawi SF Swaraj Express
Exp,SER,Kolkata,Kolkata Shalimar,Mumbai Lokmanya Tilak Terminus,"19.0697345,72.8919771","19.0697345,72.8919771",72.8919771,19.0697345,0.625,0.201388889,37.83333333,78,1951,51.6,SMTWTFS,Kolkata Shalimar-Mumbai LTT Express
Exp,SER,Mumbai,Mumbai Lokmanya Tilak Terminus,Kolkata Shalimar,"22.5588151,88.3032755","22.5588151,88.3032755",88.3032755,22.5588151,0.909722222,0.510416667,38.41666667,81,1951,50.8,SMTWTFS,Mumbai LTT Kolkata Shalimar Express
SF,CR,Kolkata,Kolkata Howrah Junction,Mumbai Lokmanya Tilak Terminus,"19.0697345,72.8919771","19.0697345,72.8919771",72.8919771,19.0697345,0.954861111,0.239583333,30.83333333,14,1952,63.3,SM-WT--,Jnaneswari Super Deluxe Express
SF,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.857638889,0.149305556,31,13,1952,63,#NAME?,Jnaneswari Super Deluxe Express
SF,SER,Kolkata,Kolkata Howrah Junction,Mumbai Lokmanya Tilak Terminus,"19.0697345,72.8919771","19.0697345,72.8919771",72.8919771,19.0697345,0.607638889,0.96875,32.66666667,17,1952,59.8,SMTWTFS,Howrah - Mumbai LTT SF Special
SF,WR,Mumbai,Mumbai Bandra Terminus,Jammu Tawi,"33.3773471,74.3107212","33.3773471,74.3107212",74.3107212,33.3773471,0.704861111,0.069444444,32.75,13,1955,59.7,-M-----,Mumbai Bandra (T.) - Jammu Tawi (Weekly) Special
SF,SER,Kolkata,Kolkata Howrah Junction,Bangalore Yesvantpur Junction,"13.0232118,77.5513735","13.0232118,77.5513735",77.5513735,13.0232118,0.857638889,0.329861111,35.33333333,30,1963,55.6,SMTWTFS,Howrah-Yesvantapur Express
Exp,SR,Mumbai,Mumbai CST,Nagercoil Junction,"8.1746848,77.4440221","8.1746848,77.4440221",77.4440221,8.1746848,0.503472222,0.232638889,41.5,44,1967,47.4,#NAME?,Mumbai-Nagercoil (Via Tirupati) Express
Drnt,SER,Kolkata,Kolkata Howrah Junction,Mumbai CST,"18.9439272,72.8360390","18.9439272,72.8360390",72.836039,18.9439272,0.347222222,0.4375,26.16666667,0,1968,75.2,-MTW-F-,Howrah-Mumbai CST AC Duronto Express
Drnt,SER,Mumbai,Mumbai CST,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.71875,0.819444444,26.41666667,0,1968,74.5,S-TWT--,Mumbai CST-Howrah AC Duronto Express
SF,SER,Mumbai,Mumbai CST,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.25,0.520833333,30.5,23,1968,64.5,SMTWTFS,Gitanjali Express
SF,SER,Kolkata,Kolkata Howrah Junction,Mumbai CST,"18.9439272,72.8360390","18.9439272,72.8360390",72.836039,18.9439272,0.576388889,0.888888889,31.5,22,1968,62.5,SMTWTFS,Gitanjali Express
SF,SER,Mumbai,Mumbai CST,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.461805556,0.8125,32.41666667,18,1968,60.7,S------,Mumbai Chhatrapati Shivaji Terminus-Howrah Express
SF,SER,Kolkata,Kolkata Howrah Junction,Mumbai CST,"18.9439272,72.8360390","18.9439272,72.8360390",72.836039,18.9439272,0.607638889,0.979166667,32.91666667,17,1968,59.8,-----F-,Howrah-Mumbai Chhatrapati Shivaji Terminus Express
SF,SER,Kolkata,Kolkata Howrah Junction,Mumbai CST,"18.9439272,72.8360390","18.9439272,72.8360390",72.836039,18.9439272,0.84375,0.225694444,33.16666667,39,1968,59.3,SMTWTFS,Howrah-Mumbai CST Mail
SF,SER,Mumbai,Mumbai CST,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.857638889,0.243055556,33.25,41,1968,59.2,SMTWTFS,Mumbai CST - Howrah Mail
Exp,NER,Mumbai,Mumbai CST,Chhapra Junction,"25.7882080,84.7246994","25.7882080,84.7246994",84.7246994,25.788208,0.649305556,0.222222222,37.75,15,1973,52.3,-----F-,Mumbai CST Chhapra Jansadharan Express
SKr,NER,Delhi,New Delhi,Guwahati,"26.1471290,91.7355511","26.1471290,91.7355511",91.7355511,26.147129,0.989583333,0.34375,32.5,6,1974,60.7,S--WT--,Poorvottar Sampark Kranti Express
Exp,ER,Kolkata,Kolkata Howrah Junction,Shri Ganganagar,"29.9167000,73.8833000","29.9167000,73.8833000",73.8833,29.9167,0.399305556,0.298611111,45.58333333,101,1978,43.4,SMTWTFS,Udyan Abha Toofan Express
Exp,ECR,Mumbai,Mumbai Lokmanya Tilak Terminus,Raxaul Junction,"26.9868646,84.8447217","26.9868646,84.8447217",84.8447217,26.9868646,0.659722222,0.319444444,39.83333333,21,1979,49.7,--T----,Mumbai LTT - Raxaul JanSadharan Express
Exp,ER,Kolkata,Kolkata Chitpur,Jammu Tawi,"33.3773471,74.3107212","33.3773471,74.3107212",74.3107212,33.3773471,0.489583333,0.354166667,44.75,92,1982,44.3,SMTWTFS,Kolkata Chitpur-JammuTawi Express
Exp,SER,Mumbai,Mumbai Lokmanya Tilak Terminus,Ranchi Junction,"22.9655604,85.9987331","22.9655604,85.9987331",85.9987331,22.9655604,0.659722222,0.309027778,39.58333333,27,2012,50.8,#NAME?,Mumbai LTT - Ranchi (Weekly) Express
Drnt,SER,Kolkata,Kolkata Howrah Junction,Pune,"18.5204303,73.8567437","18.5204303,73.8567437",73.8567437,18.5204303,0.347222222,0.482638889,27.25,0,2020,74.1,#NAME?,Howrah- Pune AC Duronto Express
SF,CR,Kolkata,Kolkata Howrah Junction,Pune,"18.5204303,73.8567437","18.5204303,73.8567437",73.8567437,18.5204303,0.913194444,0.284722222,32.91666667,26,2020,61.4,SMTWTFS,Azad Hind Express
SF,ER,Kolkata,Kolkata Howrah Junction,Jammu Tawi,"33.3773471,74.3107212","33.3773471,74.3107212",74.3107212,33.3773471,0.996527778,0.513888889,36.41666667,29,2021,55.5,#NAME?,Himgiri Express
SF,SR,Kolkata,Kolkata Howrah Junction,Tiruchirappalli Junction,"10.7953287,78.6840598","10.7953287,78.6840598",78.6840598,10.7953287,0.673611111,0.184027778,36.25,21,2025,55.9,S---T--,Howrah-Tiruchirappalli Express
Exp,CR,Mumbai,Mumbai Dadar Central,Amritsar Junction,"31.6313691,74.8602163","31.6313691,74.8602163",74.8602163,31.6313691,0.989583333,0.6875,40.75,86,2037,50,SMTWTFS,Dadar Amritsar Express
SF,ER,Mumbai,Mumbai CST,Asansol Junction,"23.6912875,86.9747658","23.6912875,86.9747658",86.9747658,23.6912875,0.461805556,0.96875,36.16666667,16,2043,56.5,---W---,Chhatrapati Shivaji Terminus-Asansol Express
SF,CR,Kolkata,Kolkata Howrah Junction,Mumbai Lokmanya Tilak Terminus,"19.0697345,72.8919771","19.0697345,72.8919771",72.8919771,19.0697345,0.885416667,0.3125,34.25,21,2082,60.8,#NAME?,Samarsata Express
SF,CR,Mumbai,Mumbai Lokmanya Tilak Terminus,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.857638889,0.350694444,35.83333333,22,2082,58.1,---WT--,Samarsata Express
SF,SER,Kolkata,Kolkata Howrah Junction,Ahmedabad Junction,"23.0300000,72.5800000","23.0300000,72.5800000",72.58,23.03,0.996527778,0.559027778,37.5,62,2087,55.7,SMTWTFS,Howrah Ahmedabad Express
Exp,SR,Chennai,Chennai Central,Lucknow,"26.8465108,80.9466832","26.8465108,80.9466832",80.9466832,26.8465108,0.21875,0.857638889,39.33333333,43,2088,53.1,#NAME?,Chennai Lucknow Express
Exp,SER,Kolkata,Kolkata Howrah Junction,Mysore Junction,"12.9016746,77.4684458","12.9016746,77.4684458",77.4684458,12.9016746,0.673611111,0.208333333,36.83333333,19,2093,56.8,-----F-,Howrah - Mysore Special
SKr,NR,Delhi,Delhi Hazrat Nizamuddin,Madgaon Junction,"15.2719444,73.9583333","15.2719444,73.9583333",73.9583333,15.2719444,0.309027778,0.552083333,29.83333333,8,2094,70.2,#NAME?,Goa Sampark Kranti Express
SF,SER,Delhi,Delhi Hazrat Nizamuddin,Visakhapatnam Junction,"17.7368076,83.3073078","17.7368076,83.3073078",83.3073078,17.7368076,0.25,0.725694444,35.41666667,17,2096,59.2,S--W---,Swarna Jayanti Express
SF,SCR,Delhi,Delhi Hazrat Nizamuddin,Visakhapatnam Junction,"17.7368076,83.3073078","17.7368076,83.3073078",83.3073078,17.7368076,0.951388889,0.5625,38.66666667,57,2097,54.2,SMTWTFS,Dakshin Link SF Express
Exp,NWR,Kolkata,Kolkata Chitpur,Ajmer Junction,"26.7987444,75.0244674","26.7987444,75.0244674",75.0244674,26.7987444,0.548611111,0.371527778,43.75,19,2116,48.4,#NAME?,Kolkata Chitpur-Ajmer Weekly Express
Exp,SR,Mumbai,Mumbai CST,Kanniyakumari,"8.0883064,77.5384507","8.0883064,77.5384507",77.5384507,8.0883064,0.65625,0.53125,45,59,2135,47.4,SMTWTFS,Mumbai CST - Kanyakumari Express
SF,ER,Kolkata,Kolkata Sealdah,Udaipur City,"24.5712699,73.6915439","24.5712699,73.6915439",73.6915439,24.5712699,0.548611111,0.125,37.83333333,18,2141,56.6,----T--,Ananya Express
Exp,SER,Kolkata,Kolkata Howrah Junction,Vasco Da Gama,"15.3860329,73.8440398","15.3860329,73.8440398",73.8440398,15.3860329,0.979166667,0.625,39.5,39,2147,54.4,#NAME?,Amaravati Express
Exp,WR,Mumbai,Mumbai Bandra Terminus,Muzaffarpur Junction,"26.1222744,85.3778841","26.1222744,85.3778841",85.3778841,26.1222744,0.944444444,0.909722222,47.16666667,77,2153,45.6,#NAME?,Awadh Express
Drnt,SR,Chennai,Chennai Central,Delhi Hazrat Nizamuddin,"28.5893050,77.2462570","28.5893050,77.2462570",77.246257,28.589305,0.277777778,0.440972222,27.91666667,0,2176,77.9,-M---F-,Chennai-Hazrat Nizamuddin Duronto Express
Raj,NR,Chennai,Chennai Central,Delhi Hazrat Nizamuddin,"28.5893050,77.2462570","28.5893050,77.2462570",77.246257,28.589305,0.256944444,0.430555556,28.16666667,7,2176,77.3,S----F-,Chennai Central-Delhi H.Nizamuddin Rajdhani Expres
GR,SR,Delhi,Delhi Hazrat Nizamuddin,Chennai Central,"13.0836340,80.2742100","13.0836340,80.2742100",80.27421,13.083634,0.666666667,0.84375,28.25,9,2176,77,-M-----,H Nizamuddin-Chennai Garib Rath Express
Raj,NR,Delhi,Delhi Hazrat Nizamuddin,Chennai Central,"13.0836340,80.2742100","13.0836340,80.2742100",80.27421,13.083634,0.666666667,0.84375,28.25,7,2176,77,---W-F-,Delhi H.Nizamuddin-Chennai Central Rajdhani Expres
Drnt,SR,Delhi,Delhi Hazrat Nizamuddin,Chennai Central,"13.0836340,80.2742100","13.0836340,80.2742100",80.27421,13.083634,0.659722222,0.840277778,28.33333333,0,2176,76.8,#NAME?,Hazrat Nizamuddin-Chennai Duronto
GR,SR,Chennai,Chennai Central,Delhi Hazrat Nizamuddin,"28.5893050,77.2462570","28.5893050,77.2462570",77.246257,28.589305,0.256944444,0.430555556,28.16666667,9,2177,77.3,#NAME?,Chennai Central-H.Nizamuddin Garib Rath Express
SF,ER,Kolkata,Kolkata Howrah Junction,Mumbai CST,"18.9439272,72.8360390","18.9439272,72.8360390",72.836039,18.9439272,0.916666667,0.475694444,37.41666667,47,2177,58.2,SMTWTFS,Howrah-Mumbai Mail
SF,ER,Mumbai,Mumbai CST,Kolkata Howrah Junction,"22.5726460,88.3638950","22.5726460,88.3638950",88.363895,22.572646,0.892361111,0.489583333,38.33333333,48,2177,56.8,SMTWTFS,Mumbai-Howrah Mail
SF,SR,Delhi,New Delhi,Chennai Central,"13.0836340,80.2742100","13.0836340,80.2742100",80.27421,13.083634,0.9375,0.302083333,32.75,9,2184,66.7,SMTWTFS,Tamil Nadu Express
SF,SR,Chennai,Chennai Central,New Delhi,"28.6353080,77.2249600","28.6353080,77.2249600",77.22496,28.635308,0.916666667,0.291666667,33,10,2184,66.2,SMTWTFS,Tamil Nadu Express
SF,SR,Chennai,Chennai Central,New Delhi,"28.6353080,77.2249600","28.6353080,77.2249600",77.22496,28.635308,0.802083333,0.263888889,35.08333333,36,2184,62.3,SMTWTFS,Grand Trunk (GT) Express
SF,SR,Delhi,New Delhi,Chennai Central,"13.0836340,80.2742100","13.0836340,80.2742100",80.27421,13.083634,0.777777778,0.260416667,35.58333333,36,2184,61.4,SMTWTFS,GrandTrunk Express
SF,NWR,Chennai,Chennai Central,Jaipur Junction,"26.9209850,75.7854754","26.9209850,75.7854754",75.7854754,26.920985,0.732638889,0.246527778,36.33333333,28,2185,60.1,S-T----,Chennai-Jaipur SF Express
SF,SWR,Delhi,Delhi Hazrat Nizamuddin,Vasco Da Gama,"15.3860329,73.8440398","15.3860329,73.8440398",73.8440398,15.3860329,0.628472222,0.270833333,39.41666667,27,2202,55.9,SMTWTFS,Goa SuperFast Express
SF,SWR,Delhi,Delhi Hazrat Nizamuddin,Vasco Da Gama,"15.3860329,73.8440398","15.3860329,73.8440398",73.8440398,15.3860329,0.628472222,0.270833333,39.41666667,27,2202,55.9,SMTWTFS,H.Nizamuddin Hubli Goa Express Slip
SF,SR,Chennai,Chennai Central,"New Jalpaiguri, West Bengal","26.5501631,88.7049705","26.5501631,88.7049705",88.7049705,26.5501631,0.458333333,0.15625,40.75,17,2257,55.4,---W---,Chennai-NewJalpaiguri SF Express
SKr,SWR,Delhi,Delhi Hazrat Nizamuddin,Bangalore Yesvantpur Junction,"13.0232118,77.5513735","13.0232118,77.5513735",77.5513735,13.0232118,0.28125,0.791666667,36.25,5,2276,62.8,SMT-T-S,Karnataka Sampark Kranti Express
SKr,SCR,Delhi,Delhi Hazrat Nizamuddin,Tirupati Main,"13.6284184,79.3875396","13.6284184,79.3875396",79.3875396,13.6284184,0.309027778,0.899305556,38.16666667,17,2302,60.3,S--W-F-,Andhra Pradesh Sampark Kranti Express
Drnt,NR,Delhi,Delhi Sarai Rohilla,Bangalore Yesvantpur Junction,"13.0232118,77.5513735","13.0232118,77.5513735",77.5513735,13.0232118,0.958333333,0.3125,32.5,0,2314,71.2,---W---,Delhi Sarai Rohilla-Yesvantpur AC Duronto Express
SF,SR,Chennai,Chennai Central,Chhapra Junction,"25.7882080,84.7246994","25.7882080,84.7246994",84.7246994,25.788208,0.732638889,0.486111111,42.08333333,21,2343,55.7,#NAME?,Ganga Kaveri Express
SF,ER,Chennai,Chennai Egmore,Gaya Junction,"24.8042298,84.9996294","24.8042298,84.9996294",84.9996294,24.8042298,0.3125,0.902777778,38.16666667,12,2346,61.5,--T----,Chennai Gaya Express
Exp,SR,Chennai,Chennai Egmore,Jodhpur Junction,"26.4902597,72.6718944","26.4902597,72.6718944",72.6718944,26.4902597,0.635416667,0.458333333,43.75,22,2356,53.9,#NAME?,Chennai Jodhpur Express
Raj,NR,Delhi,Delhi Hazrat Nizamuddin,Bangalore City Junction,"12.9777803,77.5685757","12.9777803,77.5685757",77.5685757,12.9777803,0.868055556,0.277777778,33.83333333,10,2382,70.4,#NAME?,Delhi H Nizamuddin-Bangalore Rajdhani Express
Raj,NR,Delhi,Delhi Hazrat Nizamuddin,Bangalore City Junction,"12.9777803,77.5685757","12.9777803,77.5685757",77.5685757,12.9777803,0.868055556,0.277777778,33.83333333,6,2383,70.4,S--WT--,Hazrat Nizamuddin-Bangalore Rajdhani Express
SF,NR,Delhi,New Delhi,Puducherry,"11.9138598,79.8144722","11.9138598,79.8144722",79.8144722,11.9138598,0.993055556,0.78125,42.91666667,12,2384,55.5,S------,New Delhi-Puducherry SF Exp
SF,SWR,Delhi,New Delhi,Bangalore City Junction,"12.9777803,77.5685757","12.9777803,77.5685757",77.5685757,12.9777803,0.885416667,0.569444444,40.41666667,31,2406,59.5,SMTWTFS,Karnataka Express
SF,SR,Kolkata,Kolkata Howrah Junction,Kanniyakumari,"8.0883064,77.5384507","8.0883064,77.5384507",77.5384507,8.0883064,0.673611111,0.486111111,43.5,29,2431,55.9,-M-----,Howrah-Kanyakumari Express
Raj,NR,Delhi,New Delhi,Dibrugarh Town,"27.4728327,94.9119621","27.4728327,94.9119621",94.9119621,27.4728327,0.583333333,0.208333333,39,17,2443,62.6,#NAME?,New Delhi-Dibrugarh Rajdhani Express
Raj,NR,Delhi,New Delhi,Dibrugarh Town,"27.4728327,94.9119621","27.4728327,94.9119621",94.9119621,27.4728327,0.395833333,0.267361111,44.91666667,22,2463,54.8,S---T--,NewDelhi-Dibrugarh Rajdhani Express
Raj,NR,Delhi,New Delhi,Dibrugarh,"27.4728327,94.9119621","27.4728327,94.9119621",94.9119621,27.4728327,0.395833333,0.239583333,44.25,23,2474,55.9,--T----,New Delhi- Dibrugarh Rajdhani Express
SF,SR,Chennai,Chennai Central,Dehradun,"30.3164945,78.0321918","30.3164945,78.0321918",78.0321918,30.3164945,0.40625,0.208333333,43.25,18,2488,57.5,----T--,Chennai Dehradun Express
SF,SR,Chennai,Chennai Central,Dehradun,"30.3164945,78.0321918","30.3164945,78.0321918",78.0321918,30.3164945,0.40625,0.208333333,43.25,18,2488,57.5,----T--,Chennai Chandigarh Express Slip
SF,WR,Kolkata,Kolkata Howrah Junction,Gandhidham Bg,"23.0687895,70.1479992","23.0687895,70.1479992",70.1479992,23.0687895,0.958333333,0.71875,42.25,14,2509,59.4,-M-----,Howrah Gandhidham Garbha Express
SF,WR,Kolkata,Kolkata Howrah Junction,Porbandar,"21.6417069,69.6292654","21.6417069,69.6292654",69.6292654,21.6417069,0.954861111,0.791666667,44.08333333,27,2551,57.9,#NAME?,Howrah-Porbandar SF Express
Exp,SR,Kolkata,Kolkata Shalimar,Trivandrum Central,"8.5339492,76.9898676","8.5339492,76.9898676",76.9898676,8.5339492,0.947916667,0.9375,47.75,35,2566,53.7,S-T----,Shalimar Tiruvananthapuram Express
SF,SR,Kolkata,Kolkata Shalimar,Nagercoil Junction,"8.1746848,77.4440221","8.1746848,77.4440221",77.4440221,8.1746848,0.958333333,0.916666667,47,42,2583,55,---W---,Shalimar-Nagercoil Gurudev Express
SF,WR,Kolkata,Kolkata Howrah Junction,Okha,"22.4574800,69.0640550","22.4574800,69.0640550",69.064055,22.45748,0.954861111,0.833333333,45.08333333,27,2586,57.4,#NAME?,Howrah-Porbandar SF Express Slip
Mail,NR,Delhi,Old Delhi,Dibrugarh,"27.4728327,94.9119621","27.4728327,94.9119621",94.9119621,27.4728327,0.979166667,0.166666667,52.5,57,2589,49.3,SMTWTFS,Brahmaputra Mail
Exp,NFR,Mumbai,Mumbai Lokmanya Tilak Terminus,Guwahati,"26.1471290,91.7355511","26.1471290,91.7355511",91.7355511,26.147129,0.336805556,0.479166667,51.41666667,44,2594,50.5,#NAME?,Mumbai LTT-Guwahati(Biweekly)Express(via Katihar)
SKr,SWR,Delhi,Delhi Hazrat Nizamuddin,Bangalore Yesvantpur Junction,"13.0232118,77.5513735","13.0232118,77.5513735",77.5513735,13.0232118,0.371527778,0.277777778,45.75,9,2610,57,---W-F-,Karnataka Sampark Kranti Express
SF,SWR,Delhi,Delhi Hazrat Nizamuddin,Mysore Junction,"12.9016746,77.4684458","12.9016746,77.4684458",77.4684458,12.9016746,0.25,0.211805556,47.08333333,30,2617,55.6,-M-----,Nizamuddin-Mysore Swarna Jayanti Express
SF,WR,Kolkata,Kolkata Santragachi Junction,Porbandar,"21.6417069,69.6292654","21.6417069,69.6292654",69.6292654,21.6417069,0.892361111,0.875,47.58333333,32,2658,55.9,S------,Kavi Guru Express
Exp,NFR,Mumbai,Mumbai Lokmanya Tilak Terminus,Kamakhya,"26.6106400,92.9587050","26.6106400,92.9587050",92.958705,26.61064,0.659722222,0.913194444,54.08333333,39,2665,49.3,-M-----,Mumbai LTT - Kamakhya (Weekly) Special
SF,SR,Delhi,Delhi Hazrat Nizamuddin,Coimbatore Main Junction,"11.1123263,76.9359764","11.1123263,76.9359764",76.9359764,11.1123263,0.361111111,0.395833333,48.83333333,26,2671,54.7,---W---,Kongu Express
SKr,SR,Delhi,Delhi Hazrat Nizamuddin,Madurai Junction,"9.9177100,78.1116300","9.9177100,78.1116300",78.11163,9.91771,0.309027778,0.15625,44.33333333,12,2677,60.4,--T-T--,Tamil Nadu Sampark Kranti Express
Exp,NFR,Mumbai,Mumbai Lokmanya Tilak Terminus,Guwahati,"26.1471290,91.7355511","26.1471290,91.7355511",91.7355511,26.147129,0.336805556,0.541666667,52.91666667,52,2735,51.7,-----F-,Mumbai LTT-Guwahati Express
Exp,NFR,Chennai,Chennai Egmore,Guwahati,"26.1471290,91.7355511","26.1471290,91.7355511",91.7355511,26.147129,0.9375,0.204861111,54.41666667,34,2795,51.4,-M-----,ChennaiEgmore-Guwahati Express
Exp,SR,Chennai,Chennai Central,Jammu Tawi,"33.3773471,74.3107212","33.3773471,74.3107212",74.3107212,33.3773471,0.21875,0.548611111,55.91666667,76,2800,50.1,S--WT--,Andaman Express
SF,SR,Delhi,Delhi Hazrat Nizamuddin,Ernakulam Junction (South),"9.9701017,76.2911740","9.9701017,76.2911740",76.291174,9.9701017,0.25,0.25,48,25,2809,58.5,--T----,Millennium Express
SF,SR,Delhi,Delhi Hazrat Nizamuddin,Kanniyakumari,"8.0883064,77.5384507","8.0883064,77.5384507",77.5384507,8.0883064,0.25,0.364583333,50.75,24,2919,57.5,#NAME?,Thirukkural Superfast Express
Exp,NFR,Mumbai,Mumbai Lokmanya Tilak Terminus,Kamakhya,"26.6106400,92.9587050","26.6106400,92.9587050",92.958705,26.61064,0.475694444,0.802083333,55.83333333,21,2942,52.7,---W---,Lokmanya Tilak (T)-Kamakhya Karmabhoomi Express
Drnt,NR,Delhi,Delhi Hazrat Nizamuddin,Ernakulam Junction (South),"9.9701017,76.2911740","9.9701017,76.2911740",76.291174,9.9701017,0.899305556,0.645833333,41.91666667,0,2943,70.2,#NAME?,Hazrat Nizamuddin-Ernakulam Duronto
SF,SR,Delhi,Delhi Hazrat Nizamuddin,Trivandrum Central,"8.5339492,76.9898676","8.5339492,76.9898676",76.9898676,8.5339492,0.25,0.465277778,53.16666667,29,3014,56.7,-----F-,Swarna Jayanti Express
SF,SR,Delhi,New Delhi,Trivandrum Central,"8.5339492,76.9898676","8.5339492,76.9898676",76.9898676,8.5339492,0.479166667,0.607638889,51.08333333,38,3036,59.4,SMTWTFS,Kerala Express
SF,SR,Delhi,Delhi Hazrat Nizamuddin,Ernakulam Junction (South),"9.9701017,76.2911740","9.9701017,76.2911740",76.291174,9.9701017,0.388888889,0.416666667,48.66666667,44,3067,63,SMTWTFS,Mangala Lakshadweep Express
